"Classification","Year","Period","Period.Desc.","Aggregate.Level","Is.Leaf.Code","Trade.Flow.Code","Trade.Flow","Reporter.Code","Reporter","Reporter.ISO","Partner.Code","Partner","Partner.ISO","X2nd.Partner.Code","X2nd.Partner","X2nd.Partner.ISO","Customs.Proc..Code","Customs","Mode.of.Transport.Code","Mode.of.Transport","Commodity.Code","Commodity","Qty.Unit.Code","Qty.Unit","Qty","Alt.Qty.Unit.Code","Alt.Qty.Unit","Alt.Qty","Netweight..kg.","Gross.weight..kg.","Trade.Value..US..","CIF.Trade.Value..US..","FOB.Trade.Value..US..","Flag"
"S4",2015,2015,2015,4,1,0,"X",156,"China","CHN",0,"World","W00",180,"Dem. Rep. of the Congo","COD","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",102016,8,"kg",102016,102016,NA,187178,NA,187178,0
"S4",2015,2015,2015,4,1,0,"X",156,"China","CHN",0,"World","W00",192,"Cuba","CUB","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",48557,8,"kg",48557,48557,NA,170105,NA,170105,0
"S4",2015,2015,2015,4,0,0,"M",156,"China","CHN",0,"World","W00",208,"Denmark","DNK","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",79306402,8,"kg",79306402,79306402,NA,172081448,172081448,NA,0
"S4",2015,2015,2015,5,1,0,"M",156,"China","CHN",0,"World","W00",208,"Denmark","DNK","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",143098308,8,"kg",143098308,143098308,NA,208084001,208084001,NA,0
"S4",2015,2015,2015,4,1,0,"M",156,"China","CHN",0,"World","W00",208,"Denmark","DNK","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",45,8,"kg",45,45,NA,336,336,NA,0
"S4",2015,2015,2015,4,0,0,"X",156,"China","CHN",0,"World","W00",226,"Equatorial Guinea","GNQ","C00","All CPCs",0,"All MOTs",161,"Bacon, ham and other salted, dried or smoked meat of swine",8,"kg",5,8,"kg",5,5,NA,63,NA,63,0
"S4",2015,2015,2015,4,1,0,"X",156,"China","CHN",0,"World","W00",232,"Eritrea","ERI","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",50,8,"kg",50,50,NA,654,NA,654,0
"S4",2015,2015,2015,4,0,0,"M",156,"China","CHN",0,"World","W00",251,"France","FRA","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",42629857,8,"kg",42629857,42629857,NA,97920393,97920393,NA,0
"S4",2015,2015,2015,4,0,0,"X",156,"China","CHN",0,"World","W00",251,"France","FRA","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",24989,8,"kg",24989,24989,NA,30436,NA,30436,0
"S4",2015,2015,2015,5,1,0,"M",156,"China","CHN",0,"World","W00",251,"France","FRA","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",45429050,8,"kg",45429050,45429050,NA,90840016,90840016,NA,0
"S4",2015,2015,2015,4,0,0,"M",156,"China","CHN",0,"World","W00",251,"France","FRA","C00","All CPCs",0,"All MOTs",161,"Bacon, ham and other salted, dried or smoked meat of swine",8,"kg",56,8,"kg",56,56,NA,931,931,NA,0
"S4",2015,2015,2015,4,1,0,"M",156,"China","CHN",0,"World","W00",251,"France","FRA","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",2003,8,"kg",2003,2003,NA,26988,26988,NA,0
"S4",2015,2015,2015,4,0,0,"X",156,"China","CHN",0,"World","W00",262,"Djibouti","DJI","C00","All CPCs",0,"All MOTs",161,"Bacon, ham and other salted, dried or smoked meat of swine",8,"kg",225,8,"kg",225,225,NA,6297,NA,6297,0
"S4",2015,2015,2015,4,1,0,"X",156,"China","CHN",0,"World","W00",262,"Djibouti","DJI","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",950,8,"kg",950,950,NA,7746,NA,7746,0
"S4",2015,2015,2015,4,0,0,"X",156,"China","CHN",0,"World","W00",268,"Georgia","GEO","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",289500,8,"kg",289500,289500,NA,773400,NA,773400,0
"S4",2015,2015,2015,4,0,0,"M",156,"China","CHN",0,"World","W00",276,"Germany","DEU","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",206256111,8,"kg",206256111,206256111,NA,365637298,365637298,NA,0
"S4",2015,2015,2015,5,1,0,"M",156,"China","CHN",0,"World","W00",276,"Germany","DEU","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",151042492,8,"kg",151042492,151042492,NA,234275638,234275638,NA,0
"S4",2015,2015,2015,4,0,0,"M",156,"China","CHN",0,"World","W00",276,"Germany","DEU","C00","All CPCs",0,"All MOTs",161,"Bacon, ham and other salted, dried or smoked meat of swine",8,"kg",40,8,"kg",40,40,NA,1481,1481,NA,0
"S4",2015,2015,2015,4,1,0,"X",156,"China","CHN",0,"World","W00",288,"Ghana","GHA","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",35398,8,"kg",35398,35398,NA,108450,NA,108450,0
"S4",2015,2015,2015,4,1,0,"X",156,"China","CHN",0,"World","W00",296,"Kiribati","KIR","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",229957,8,"kg",229957,229957,NA,728587,NA,728587,0
"S4",2015,2015,2015,4,0,0,"M",156,"China","CHN",0,"World","W00",344,"China, Hong Kong SAR","HKG","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",762085,8,"kg",762085,762085,NA,1111757,1111757,NA,0
"S4",2015,2015,2015,4,0,0,"X",156,"China","CHN",0,"World","W00",344,"China, Hong Kong SAR","HKG","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",54719315,8,"kg",54719315,54719315,NA,251014593,NA,251014593,0
"S4",2015,2015,2015,5,1,0,"M",156,"China","CHN",0,"World","W00",344,"China, Hong Kong SAR","HKG","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",2078750,8,"kg",2078750,2078750,NA,4123277,4123277,NA,0
"S4",2015,2015,2015,5,1,0,"X",156,"China","CHN",0,"World","W00",344,"China, Hong Kong SAR","HKG","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",25900,8,"kg",25900,25900,NA,72520,NA,72520,0
"S4",2015,2015,2015,4,0,0,"X",156,"China","CHN",0,"World","W00",344,"China, Hong Kong SAR","HKG","C00","All CPCs",0,"All MOTs",161,"Bacon, ham and other salted, dried or smoked meat of swine",8,"kg",647201,8,"kg",647201,647201,NA,4057879,NA,4057879,0
"S4",2015,2015,2015,4,1,0,"M",156,"China","CHN",0,"World","W00",344,"China, Hong Kong SAR","HKG","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",79903,8,"kg",79903,79903,NA,606352,606352,NA,0
"S4",2015,2015,2015,4,1,0,"X",156,"China","CHN",0,"World","W00",344,"China, Hong Kong SAR","HKG","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",42836640,8,"kg",42836640,42836640,NA,192289011,NA,192289011,0
"S4",2015,2015,2015,4,0,0,"M",156,"China","CHN",0,"World","W00",348,"Hungary","HUN","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",8498760,8,"kg",8498760,8498760,NA,13881790,13881790,NA,0
"S4",2015,2015,2015,5,1,0,"M",156,"China","CHN",0,"World","W00",348,"Hungary","HUN","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",7809150,8,"kg",7809150,7809150,NA,10391576,10391576,NA,0
"S4",2015,2015,2015,4,1,0,"M",156,"China","CHN",0,"World","W00",348,"Hungary","HUN","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",1030,8,"kg",1030,1030,NA,4370,4370,NA,0
"S4",2015,2015,2015,4,1,0,"X",156,"China","CHN",0,"World","W00",360,"Indonesia","IDN","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",495061,8,"kg",495061,495061,NA,1446414,NA,1446414,0
"S4",2015,2015,2015,4,0,0,"M",156,"China","CHN",0,"World","W00",372,"Ireland","IRL","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",27509975,8,"kg",27509975,27509975,NA,49597194,49597194,NA,0
"S4",2015,2015,2015,5,1,0,"M",156,"China","CHN",0,"World","W00",372,"Ireland","IRL","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",19693060,8,"kg",19693060,19693060,NA,27632370,27632370,NA,0
"S4",2015,2015,2015,5,1,0,"M",156,"China","CHN",0,"World","W00",380,"Italy","ITA","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",23610,8,"kg",23610,23610,NA,40257,40257,NA,0
"S4",2015,2015,2015,4,0,0,"M",156,"China","CHN",0,"World","W00",380,"Italy","ITA","C00","All CPCs",0,"All MOTs",161,"Bacon, ham and other salted, dried or smoked meat of swine",8,"kg",92076,8,"kg",92076,92076,NA,1285042,1285042,NA,0
"S4",2015,2015,2015,4,1,0,"M",156,"China","CHN",0,"World","W00",380,"Italy","ITA","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",12164,8,"kg",12164,12164,NA,475385,475385,NA,0
"S4",2015,2015,2015,4,1,0,"M",156,"China","CHN",0,"World","W00",392,"Japan","JPN","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",2,8,"kg",2,2,NA,21,21,NA,0
"S4",2015,2015,2015,4,1,0,"X",156,"China","CHN",0,"World","W00",392,"Japan","JPN","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",32853577,8,"kg",32853577,32853577,NA,132872288,NA,132872288,0
"S4",2015,2015,2015,4,0,0,"X",156,"China","CHN",0,"World","W00",408,"Dem. People's Rep. of Korea","PRK","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",859900,8,"kg",859900,859900,NA,2473476,NA,2473476,0
"S4",2015,2015,2015,4,1,0,"X",156,"China","CHN",0,"World","W00",408,"Dem. People's Rep. of Korea","PRK","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",5,8,"kg",5,5,NA,28,NA,28,0
"S4",2015,2015,2015,4,1,0,"M",156,"China","CHN",0,"World","W00",410,"Rep. of Korea","KOR","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",323,8,"kg",323,323,NA,1694,1694,NA,0
"S4",2015,2015,2015,4,1,0,"X",156,"China","CHN",0,"World","W00",410,"Rep. of Korea","KOR","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",1037,8,"kg",1037,1037,NA,19162,NA,19162,0
"S4",2015,2015,2015,4,0,0,"X",156,"China","CHN",0,"World","W00",417,"Kyrgyzstan","KGZ","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",4465000,8,"kg",4465000,4465000,NA,20050500,NA,20050500,0
"S4",2015,2015,2015,4,1,0,"X",156,"China","CHN",0,"World","W00",422,"Lebanon","LBN","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",139412,8,"kg",139412,139412,NA,404157,NA,404157,0
"S4",2015,2015,2015,4,1,0,"X",156,"China","CHN",0,"World","W00",430,"Liberia","LBR","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",119678,8,"kg",119678,119678,NA,200881,NA,200881,0
"S4",2015,2015,2015,4,0,0,"X",156,"China","CHN",0,"World","W00",446,"China, Macao SAR","MAC","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",3668922,8,"kg",3668922,3668922,NA,17046680,NA,17046680,0
"S4",2015,2015,2015,5,1,0,"X",156,"China","CHN",0,"World","W00",446,"China, Macao SAR","MAC","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",2000,8,"kg",2000,2000,NA,2439,NA,2439,0
"S4",2015,2015,2015,4,0,0,"X",156,"China","CHN",0,"World","W00",446,"China, Macao SAR","MAC","C00","All CPCs",0,"All MOTs",161,"Bacon, ham and other salted, dried or smoked meat of swine",8,"kg",38969,8,"kg",38969,38969,NA,201492,NA,201492,0
"S4",2015,2015,2015,4,1,0,"M",156,"China","CHN",0,"World","W00",446,"China, Macao SAR","MAC","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",144,8,"kg",144,144,NA,1756,1756,NA,0
"S4",2015,2015,2015,4,1,0,"X",156,"China","CHN",0,"World","W00",446,"China, Macao SAR","MAC","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",2126380,8,"kg",2126380,2126380,NA,15289738,NA,15289738,0
"S4",2015,2015,2015,4,0,0,"X",156,"China","CHN",0,"World","W00",458,"Malaysia","MYS","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",504677,8,"kg",504677,504677,NA,1435894,NA,1435894,0
"S4",2015,2015,2015,4,1,0,"X",156,"China","CHN",0,"World","W00",458,"Malaysia","MYS","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",7435530,8,"kg",7435530,7435530,NA,21261115,NA,21261115,0
"S4",2015,2015,2015,4,1,0,"X",156,"China","CHN",0,"World","W00",478,"Mauritania","MRT","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",16,8,"kg",16,16,NA,106,NA,106,0
"S4",2015,2015,2015,4,1,0,"X",156,"China","CHN",0,"World","W00",480,"Mauritius","MUS","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",146610,8,"kg",146610,146610,NA,511052,NA,511052,0
"S4",2015,2015,2015,4,0,0,"X",156,"China","CHN",0,"World","W00",496,"Mongolia","MNG","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",1202750,8,"kg",1202750,1202750,NA,4466428,NA,4466428,0
"S4",2015,2015,2015,4,0,0,"X",156,"China","CHN",0,"World","W00",520,"Nauru","NRU","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",32857,8,"kg",32857,32857,NA,109317,NA,109317,0
"S4",2015,2015,2015,4,1,0,"X",156,"China","CHN",0,"World","W00",524,"Nepal","NPL","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",19674,8,"kg",19674,19674,NA,40720,NA,40720,0
"S4",2015,2015,2015,4,0,0,"M",156,"China","CHN",0,"World","W00",528,"Netherlands","NLD","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",31488852,8,"kg",31488852,31488852,NA,62825121,62825121,NA,0
"S4",2015,2015,2015,5,1,0,"M",156,"China","CHN",0,"World","W00",528,"Netherlands","NLD","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",71118280,8,"kg",71118280,71118280,NA,108873390,108873390,NA,0
"S4",2015,2015,2015,4,1,0,"M",156,"China","CHN",0,"World","W00",528,"Netherlands","NLD","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",84,8,"kg",84,84,NA,374,374,NA,0
"S4",2015,2015,2015,4,1,0,"X",156,"China","CHN",0,"World","W00",548,"Vanuatu","VUT","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",114274,8,"kg",114274,114274,NA,248606,NA,248606,0
"S4",2015,2015,2015,4,1,0,"X",156,"China","CHN",0,"World","W00",554,"New Zealand","NZL","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",160175,8,"kg",160175,160175,NA,495904,NA,495904,0
"S4",2015,2015,2015,4,0,0,"X",156,"China","CHN",0,"World","W00",562,"Niger","NER","C00","All CPCs",0,"All MOTs",161,"Bacon, ham and other salted, dried or smoked meat of swine",8,"kg",499,8,"kg",499,499,NA,898,NA,898,0
"S4",2015,2015,2015,4,1,0,"X",156,"China","CHN",0,"World","W00",566,"Nigeria","NGA","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",34560,8,"kg",34560,34560,NA,115680,NA,115680,0
"S4",2015,2015,2015,4,1,0,"X",156,"China","CHN",0,"World","W00",586,"Pakistan","PAK","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",68,8,"kg",68,68,NA,424,NA,424,0
"S4",2015,2015,2015,4,1,0,"X",156,"China","CHN",0,"World","W00",598,"Papua New Guinea","PNG","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",1180910,8,"kg",1180910,1180910,NA,3943015,NA,3943015,0
"S4",2015,2015,2015,4,1,0,"X",156,"China","CHN",0,"World","W00",604,"Peru","PER","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",11020,8,"kg",11020,11020,NA,34630,NA,34630,0
"S4",2015,2015,2015,4,1,0,"X",156,"China","CHN",0,"World","W00",608,"Philippines","PHL","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",9042100,8,"kg",9042100,9042100,NA,23970697,NA,23970697,0
"S4",2015,2015,2015,4,0,0,"X",156,"China","CHN",0,"World","W00",626,"Timor-Leste","TLS","C00","All CPCs",0,"All MOTs",161,"Bacon, ham and other salted, dried or smoked meat of swine",8,"kg",30,8,"kg",30,30,NA,490,NA,490,0
"S4",2015,2015,2015,4,1,0,"X",156,"China","CHN",0,"World","W00",626,"Timor-Leste","TLS","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",95725,8,"kg",95725,95725,NA,146411,NA,146411,0
"S4",2015,2015,2015,4,0,0,"M",156,"China","CHN",0,"World","W00",642,"Romania","ROU","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",224240,8,"kg",224240,224240,NA,424050,424050,NA,0
"S4",2015,2015,2015,5,1,0,"M",156,"China","CHN",0,"World","W00",642,"Romania","ROU","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",152600,8,"kg",152600,152600,NA,487478,487478,NA,0
"S4",2015,2015,2015,4,0,0,"X",156,"China","CHN",0,"World","W00",643,"Russian Federation","RUS","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",4610480,8,"kg",4610480,4610480,NA,15941825,NA,15941825,0
"S4",2015,2015,2015,4,0,0,"X",156,"China","CHN",0,"World","W00",694,"Sierra Leone","SLE","C00","All CPCs",0,"All MOTs",161,"Bacon, ham and other salted, dried or smoked meat of swine",8,"kg",150,8,"kg",150,150,NA,2032,NA,2032,0
"S4",2015,2015,2015,4,0,0,"X",156,"China","CHN",0,"World","W00",702,"Singapore","SGP","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",848661,8,"kg",848661,848661,NA,8039267,NA,8039267,0
"S4",2015,2015,2015,4,1,0,"X",156,"China","CHN",0,"World","W00",702,"Singapore","SGP","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",4587125,8,"kg",4587125,4587125,NA,18115362,NA,18115362,0
"S4",2015,2015,2015,4,0,0,"X",156,"China","CHN",0,"World","W00",704,"Viet Nam","VNM","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",81200,8,"kg",81200,81200,NA,194768,NA,194768,0
"S4",2015,2015,2015,5,1,0,"X",156,"China","CHN",0,"World","W00",704,"Viet Nam","VNM","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",612100,8,"kg",612100,612100,NA,827965,NA,827965,0
"S4",2015,2015,2015,4,1,0,"X",156,"China","CHN",0,"World","W00",704,"Viet Nam","VNM","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",16198,8,"kg",16198,16198,NA,44200,NA,44200,0
"S4",2015,2015,2015,4,0,0,"M",156,"China","CHN",0,"World","W00",705,"Slovenia","SVN","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",8280997,8,"kg",8280997,8280997,NA,13972057,13972057,NA,0
"S4",2015,2015,2015,5,1,0,"M",156,"China","CHN",0,"World","W00",705,"Slovenia","SVN","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",5917620,8,"kg",5917620,5917620,NA,8376930,8376930,NA,0
"S4",2015,2015,2015,4,1,0,"X",156,"China","CHN",0,"World","W00",710,"South Africa","ZAF","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",5498,8,"kg",5498,5498,NA,17685,NA,17685,0
"S4",2015,2015,2015,4,0,0,"X",156,"China","CHN",0,"World","W00",716,"Zimbabwe","ZWE","C00","All CPCs",0,"All MOTs",161,"Bacon, ham and other salted, dried or smoked meat of swine",8,"kg",150,8,"kg",150,150,NA,2032,NA,2032,0
"S4",2015,2015,2015,4,0,0,"M",156,"China","CHN",0,"World","W00",724,"Spain","ESP","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",136622061,8,"kg",136622061,136622061,NA,255290098,255290098,NA,0
"S4",2015,2015,2015,5,1,0,"M",156,"China","CHN",0,"World","W00",724,"Spain","ESP","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",85973349,8,"kg",85973349,85973349,NA,134018827,134018827,NA,0
"S4",2015,2015,2015,4,0,0,"M",156,"China","CHN",0,"World","W00",724,"Spain","ESP","C00","All CPCs",0,"All MOTs",161,"Bacon, ham and other salted, dried or smoked meat of swine",8,"kg",55648,8,"kg",55648,55648,NA,1768904,1768904,NA,0
"S4",2015,2015,2015,4,1,0,"M",156,"China","CHN",0,"World","W00",724,"Spain","ESP","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",36171,8,"kg",36171,36171,NA,2329108,2329108,NA,0
"S4",2015,2015,2015,4,1,0,"X",156,"China","CHN",0,"World","W00",764,"Thailand","THA","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",25381,8,"kg",25381,25381,NA,118480,NA,118480,0
"S4",2015,2015,2015,4,1,0,"X",156,"China","CHN",0,"World","W00",776,"Tonga","TON","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",17466,8,"kg",17466,17466,NA,30335,NA,30335,0
"S4",2015,2015,2015,4,1,0,"X",156,"China","CHN",0,"World","W00",784,"United Arab Emirates","ARE","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",550721,8,"kg",550721,550721,NA,1421310,NA,1421310,0
"S4",2015,2015,2015,4,0,0,"M",156,"China","CHN",0,"World","W00",826,"United Kingdom","GBR","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",32949242,8,"kg",32949242,32949242,NA,46276226,46276226,NA,0
"S4",2015,2015,2015,5,1,0,"M",156,"China","CHN",0,"World","W00",826,"United Kingdom","GBR","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",21702180,8,"kg",21702180,21702180,NA,22489819,22489819,NA,0
"S4",2015,2015,2015,4,0,0,"X",156,"China","CHN",0,"World","W00",834,"United Rep. of Tanzania","TZA","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",11000,8,"kg",11000,11000,NA,37050,NA,37050,0
"S4",2015,2015,2015,4,0,0,"M",156,"China","CHN",0,"World","W00",842,"USA","USA","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",100681455,8,"kg",100681455,100681455,NA,194864059,194864059,NA,0
"S4",2015,2015,2015,4,0,0,"X",156,"China","CHN",0,"World","W00",842,"USA","USA","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",32290,8,"kg",32290,32290,NA,51254,NA,51254,0
"S4",2015,2015,2015,5,1,0,"M",156,"China","CHN",0,"World","W00",842,"USA","USA","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",137920140,8,"kg",137920140,137920140,NA,281694933,281694933,NA,0
"S4",2015,2015,2015,4,1,0,"X",156,"China","CHN",0,"World","W00",862,"Venezuela","VEN","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",73,8,"kg",73,73,NA,762,NA,762,0
"S4",2015,2015,2015,4,1,0,"X",156,"China","CHN",0,"World","W00",882,"Samoa","WSM","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",29094,8,"kg",29094,29094,NA,49445,NA,49445,0
"S4",2015,2015,2015,4,0,0,"X",156,"China","CHN",24,"Angola","AGO",0,"World","W00","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",12996,8,"kg",12996,12996,NA,65878,NA,65878,0
"S4",2015,2015,2015,4,1,0,"X",156,"China","CHN",24,"Angola","AGO",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",505480,8,"kg",505480,505480,NA,967389,NA,967389,0
"S4",2015,2015,2015,4,0,0,"X",156,"China","CHN",24,"Angola","AGO",24,"Angola","AGO","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",12996,8,"kg",12996,12996,NA,65878,NA,65878,0
"S4",2015,2015,2015,4,1,0,"X",156,"China","CHN",24,"Angola","AGO",24,"Angola","AGO","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",505480,8,"kg",505480,505480,NA,967389,NA,967389,0
