"Classification","Year","Period","Period.Desc.","Aggregate.Level","Is.Leaf.Code","Trade.Flow.Code","Trade.Flow","Reporter.Code","Reporter","Reporter.ISO","Partner.Code","Partner","Partner.ISO","X2nd.Partner.Code","X2nd.Partner","X2nd.Partner.ISO","Customs.Proc..Code","Customs","Mode.of.Transport.Code","Mode.of.Transport","Commodity.Code","Commodity","Qty.Unit.Code","Qty.Unit","Qty","Alt.Qty.Unit.Code","Alt.Qty.Unit","Alt.Qty","Netweight..kg.","Gross.weight..kg.","Trade.Value..US..","CIF.Trade.Value..US..","FOB.Trade.Value..US..","Flag"
"S4",2007,2007,2007,4,1,0,"X",156,"China","CHN",626,"Timor-Leste","TLS",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",77313,-1,"N/A",NA,77313,NA,101138,NA,101138,0
"S4",2007,2007,2007,4,0,0,"X",156,"China","CHN",634,"Qatar","QAT",0,"World","W00","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",20000,-1,"N/A",NA,20000,NA,29600,NA,29600,0
"S4",2007,2007,2007,4,0,0,"X",156,"China","CHN",643,"Russian Federation","RUS",0,"World","W00","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",805000,-1,"N/A",NA,805000,NA,1245060,NA,1245060,0
"S4",2007,2007,2007,4,1,0,"X",156,"China","CHN",643,"Russian Federation","RUS",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",16500,-1,"N/A",NA,16500,NA,25370,NA,25370,0
"S4",2007,2007,2007,4,1,0,"X",156,"China","CHN",690,"Seychelles","SYC",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",5785,-1,"N/A",NA,5785,NA,8817,NA,8817,0
"S4",2007,2007,2007,4,1,0,"X",156,"China","CHN",694,"Sierra Leone","SLE",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",2649,-1,"N/A",NA,2649,NA,3846,NA,3846,0
"S4",2007,2007,2007,4,0,0,"X",156,"China","CHN",702,"Singapore","SGP",0,"World","W00","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",1620453,-1,"N/A",NA,1620453,NA,5283497,NA,5283497,0
"S4",2007,2007,2007,4,1,0,"X",156,"China","CHN",702,"Singapore","SGP",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",4835747,-1,"N/A",NA,4835747,NA,10048345,NA,10048345,0
"S4",2007,2007,2007,4,1,0,"M",156,"China","CHN",702,"Singapore","SGP",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",13,-1,"N/A",NA,13,NA,38,38,NA,0
"S4",2007,2007,2007,4,0,0,"X",156,"China","CHN",704,"Viet Nam","VNM",0,"World","W00","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",9623267,-1,"N/A",NA,9623267,NA,18505249,NA,18505249,0
"S4",2007,2007,2007,4,1,0,"X",156,"China","CHN",704,"Viet Nam","VNM",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",9,-1,"N/A",NA,9,NA,16,NA,16,0
"S4",2007,2007,2007,4,1,0,"X",156,"China","CHN",710,"South Africa","ZAF",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",2859,-1,"N/A",NA,2859,NA,3944,NA,3944,0
"S4",2007,2007,2007,5,1,0,"M",156,"China","CHN",724,"Spain","ESP",0,"World","W00","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",48000,-1,"N/A",NA,48000,NA,42126,42126,NA,0
"S4",2007,2007,2007,4,1,0,"X",156,"China","CHN",724,"Spain","ESP",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",4733,-1,"N/A",NA,4733,NA,6543,NA,6543,0
"S4",2007,2007,2007,4,1,0,"M",156,"China","CHN",724,"Spain","ESP",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",146,-1,"N/A",NA,146,NA,2682,2682,NA,0
"S4",2007,2007,2007,5,1,0,"X",156,"China","CHN",757,"Switzerland","CHE",0,"World","W00","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",6,-1,"N/A",NA,6,NA,5,NA,5,6
"S4",2007,2007,2007,4,0,0,"X",156,"China","CHN",764,"Thailand","THA",0,"World","W00","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",2000,-1,"N/A",NA,2000,NA,2475,NA,2475,0
"S4",2007,2007,2007,5,1,0,"X",156,"China","CHN",764,"Thailand","THA",0,"World","W00","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",23000,-1,"N/A",NA,23000,NA,18825,NA,18825,0
"S4",2007,2007,2007,4,1,0,"X",156,"China","CHN",764,"Thailand","THA",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",13187,-1,"N/A",NA,13187,NA,39371,NA,39371,0
"S4",2007,2007,2007,4,1,0,"M",156,"China","CHN",764,"Thailand","THA",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",553,-1,"N/A",NA,553,NA,2230,2230,NA,0
"S4",2007,2007,2007,4,1,0,"X",156,"China","CHN",768,"Togo","TGO",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",992,-1,"N/A",NA,992,NA,1417,NA,1417,0
"S4",2007,2007,2007,4,1,0,"X",156,"China","CHN",780,"Trinidad and Tobago","TTO",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",2736,-1,"N/A",NA,2736,NA,5400,NA,5400,0
"S4",2007,2007,2007,4,0,0,"X",156,"China","CHN",784,"United Arab Emirates","ARE",0,"World","W00","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",202500,-1,"N/A",NA,202500,NA,325376,NA,325376,0
"S4",2007,2007,2007,4,1,0,"X",156,"China","CHN",784,"United Arab Emirates","ARE",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",236452,-1,"N/A",NA,236452,NA,296173,NA,296173,0
"S4",2007,2007,2007,4,0,0,"X",156,"China","CHN",792,"Turkey","TUR",0,"World","W00","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",123040,-1,"N/A",NA,123040,NA,198703,NA,198703,0
"S4",2007,2007,2007,4,1,0,"X",156,"China","CHN",798,"Tuvalu","TUV",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",7401,-1,"N/A",NA,7401,NA,9676,NA,9676,0
"S4",2007,2007,2007,4,0,0,"M",156,"China","CHN",842,"USA","USA",0,"World","W00","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",38088701,-1,"N/A",NA,38088701,NA,70171592,70171592,NA,0
"S4",2007,2007,2007,5,1,0,"M",156,"China","CHN",842,"USA","USA",0,"World","W00","C00","All CPCs",0,"All MOTs",1253,"Edible offal of swine, fresh/chilled",8,"kg",62596,-1,"N/A",NA,62596,NA,37950,37950,NA,0
"S4",2007,2007,2007,5,1,0,"M",156,"China","CHN",842,"USA","USA",0,"World","W00","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",84639121,-1,"N/A",NA,84639121,NA,81094669,81094669,NA,0
"S4",2007,2007,2007,4,0,0,"M",156,"China","CHN",842,"USA","USA",0,"World","W00","C00","All CPCs",0,"All MOTs",161,"Bacon, ham and other salted, dried or smoked meat of swine",8,"kg",278,-1,"N/A",NA,278,NA,1475,1475,NA,0
"S4",2007,2007,2007,4,1,0,"M",156,"China","CHN",842,"USA","USA",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",9603,-1,"N/A",NA,9603,NA,58197,58197,NA,0
"S4",2007,2007,2007,4,1,0,"X",156,"China","CHN",862,"Venezuela","VEN",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",4675,-1,"N/A",NA,4675,NA,7920,NA,7920,0
"S4",2007,2007,2007,4,1,0,"X",156,"China","CHN",882,"Samoa","WSM",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",59503,-1,"N/A",NA,59503,NA,77464,NA,77464,0
"S4",2008,2008,2008,4,0,0,"X",156,"China","CHN",0,"World","W00",0,"World","W00","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",82203053,-1,"N/A",NA,82203053,NA,275645395,NA,275645395,0
"S4",2008,2008,2008,4,0,0,"M",156,"China","CHN",0,"World","W00",0,"World","W00","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",373340632,-1,"N/A",NA,373340632,NA,523503783,523503783,NA,0
"S4",2008,2008,2008,5,1,0,"X",156,"China","CHN",0,"World","W00",0,"World","W00","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",14000,-1,"N/A",NA,14000,NA,22225,NA,22225,0
"S4",2008,2008,2008,5,1,0,"M",156,"China","CHN",0,"World","W00",0,"World","W00","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",540272743,-1,"N/A",NA,540272743,NA,558051591,558051591,NA,0
"S4",2008,2008,2008,4,0,0,"X",156,"China","CHN",0,"World","W00",0,"World","W00","C00","All CPCs",0,"All MOTs",161,"Bacon, ham and other salted, dried or smoked meat of swine",8,"kg",423669,-1,"N/A",NA,423669,NA,1595609,NA,1595609,0
"S4",2008,2008,2008,4,0,0,"M",156,"China","CHN",0,"World","W00",0,"World","W00","C00","All CPCs",0,"All MOTs",161,"Bacon, ham and other salted, dried or smoked meat of swine",8,"kg",11345,-1,"N/A",NA,11345,NA,232104,232104,NA,0
"S4",2008,2008,2008,4,1,0,"X",156,"China","CHN",0,"World","W00",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",89086114,-1,"N/A",NA,89086114,NA,296023935,NA,296023935,0
"S4",2008,2008,2008,4,1,0,"M",156,"China","CHN",0,"World","W00",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",192342,-1,"N/A",NA,192342,NA,932419,932419,NA,0
"S4",2008,2008,2008,4,0,0,"X",156,"China","CHN",8,"Albania","ALB",0,"World","W00","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",518860,-1,"N/A",NA,518860,NA,857108,NA,857108,0
"S4",2008,2008,2008,4,0,0,"X",156,"China","CHN",24,"Angola","AGO",0,"World","W00","C00","All CPCs",0,"All MOTs",161,"Bacon, ham and other salted, dried or smoked meat of swine",8,"kg",12010,-1,"N/A",NA,12010,NA,109193,NA,109193,0
"S4",2008,2008,2008,4,1,0,"X",156,"China","CHN",24,"Angola","AGO",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",48974,-1,"N/A",NA,48974,NA,104119,NA,104119,0
"S4",2008,2008,2008,4,0,0,"X",156,"China","CHN",31,"Azerbaijan","AZE",0,"World","W00","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",52000,-1,"N/A",NA,52000,NA,70456,NA,70456,0
"S4",2008,2008,2008,4,0,0,"M",156,"China","CHN",32,"Argentina","ARG",0,"World","W00","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",19500,-1,"N/A",NA,19500,NA,13650,13650,NA,0
"S4",2008,2008,2008,5,1,0,"M",156,"China","CHN",32,"Argentina","ARG",0,"World","W00","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",22600,-1,"N/A",NA,22600,NA,29380,29380,NA,0
"S4",2008,2008,2008,4,1,0,"X",156,"China","CHN",36,"Australia","AUS",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",213529,-1,"N/A",NA,213529,NA,660562,NA,660562,0
"S4",2008,2008,2008,4,0,0,"X",156,"China","CHN",51,"Armenia","ARM",0,"World","W00","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",347680,-1,"N/A",NA,347680,NA,853010,NA,853010,0
"S4",2008,2008,2008,4,1,0,"M",156,"China","CHN",56,"Belgium","BEL",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",1173,-1,"N/A",NA,1173,NA,6613,6613,NA,0
"S4",2008,2008,2008,5,1,0,"M",156,"China","CHN",76,"Brazil","BRA",0,"World","W00","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",54000,-1,"N/A",NA,54000,NA,64975,64975,NA,0
"S4",2008,2008,2008,4,1,0,"X",156,"China","CHN",90,"Solomon Isds","SLB",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",194945,-1,"N/A",NA,194945,NA,429159,NA,429159,0
"S4",2008,2008,2008,4,0,0,"X",156,"China","CHN",96,"Brunei Darussalam","BRN",0,"World","W00","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",73500,-1,"N/A",NA,73500,NA,227810,NA,227810,0
"S4",2008,2008,2008,4,1,0,"X",156,"China","CHN",96,"Brunei Darussalam","BRN",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",109595,-1,"N/A",NA,109595,NA,339309,NA,339309,0
"S4",2008,2008,2008,4,0,0,"M",156,"China","CHN",124,"Canada","CAN",0,"World","W00","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",41791184,-1,"N/A",NA,41791184,NA,62652869,62652869,NA,0
"S4",2008,2008,2008,5,1,0,"M",156,"China","CHN",124,"Canada","CAN",0,"World","W00","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",50305581,-1,"N/A",NA,50305581,NA,48728115,48728115,NA,0
"S4",2008,2008,2008,4,1,0,"X",156,"China","CHN",124,"Canada","CAN",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",42429,-1,"N/A",NA,42429,NA,101836,NA,101836,0
"S4",2008,2008,2008,4,0,0,"X",156,"China","CHN",178,"Congo","COG",0,"World","W00","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",24000,-1,"N/A",NA,24000,NA,99995,NA,99995,0
"S4",2008,2008,2008,4,1,0,"X",156,"China","CHN",178,"Congo","COG",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",348976,-1,"N/A",NA,348976,NA,750168,NA,750168,0
"S4",2008,2008,2008,4,0,0,"X",156,"China","CHN",180,"Dem. Rep. of the Congo","COD",0,"World","W00","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",7150,-1,"N/A",NA,7150,NA,20321,NA,20321,0
"S4",2008,2008,2008,4,1,0,"X",156,"China","CHN",192,"Cuba","CUB",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",29573,-1,"N/A",NA,29573,NA,87718,NA,87718,0
"S4",2008,2008,2008,4,0,0,"M",156,"China","CHN",208,"Denmark","DNK",0,"World","W00","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",76225943,-1,"N/A",NA,76225943,NA,70524902,70524902,NA,0
"S4",2008,2008,2008,5,1,0,"M",156,"China","CHN",208,"Denmark","DNK",0,"World","W00","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",184264617,-1,"N/A",NA,184264617,NA,189330481,189330481,NA,0
"S4",2008,2008,2008,4,1,0,"M",156,"China","CHN",208,"Denmark","DNK",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",632,-1,"N/A",NA,632,NA,2555,2555,NA,0
"S4",2008,2008,2008,4,0,0,"X",156,"China","CHN",232,"Eritrea","ERI",0,"World","W00","C00","All CPCs",0,"All MOTs",161,"Bacon, ham and other salted, dried or smoked meat of swine",8,"kg",15,-1,"N/A",NA,15,NA,54,NA,54,0
"S4",2008,2008,2008,4,1,0,"X",156,"China","CHN",232,"Eritrea","ERI",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",30,-1,"N/A",NA,30,NA,88,NA,88,0
"S4",2008,2008,2008,4,0,0,"M",156,"China","CHN",251,"France","FRA",0,"World","W00","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",73391507,-1,"N/A",NA,73391507,NA,71690059,71690059,NA,0
"S4",2008,2008,2008,5,1,0,"M",156,"China","CHN",251,"France","FRA",0,"World","W00","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",175740635,-1,"N/A",NA,175740635,NA,181279689,181279689,NA,0
"S4",2008,2008,2008,4,1,0,"M",156,"China","CHN",251,"France","FRA",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",11238,-1,"N/A",NA,11238,NA,97387,97387,NA,0
"S4",2008,2008,2008,4,0,0,"X",156,"China","CHN",268,"Georgia","GEO",0,"World","W00","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",968560,-1,"N/A",NA,968560,NA,1815433,NA,1815433,0
"S4",2008,2008,2008,4,0,0,"M",156,"China","CHN",276,"Germany","DEU",0,"World","W00","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",23100,-1,"N/A",NA,23100,NA,23426,23426,NA,0
"S4",2008,2008,2008,5,1,0,"M",156,"China","CHN",276,"Germany","DEU",0,"World","W00","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",25020,-1,"N/A",NA,25020,NA,37530,37530,NA,0
"S4",2008,2008,2008,4,1,0,"M",156,"China","CHN",276,"Germany","DEU",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",1352,-1,"N/A",NA,1352,NA,8163,8163,NA,0
"S4",2008,2008,2008,4,1,0,"X",156,"China","CHN",288,"Ghana","GHA",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",2054,-1,"N/A",NA,2054,NA,3268,NA,3268,0
"S4",2008,2008,2008,4,1,0,"X",156,"China","CHN",296,"Kiribati","KIR",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",117277,-1,"N/A",NA,117277,NA,289024,NA,289024,0
"S4",2008,2008,2008,4,0,0,"X",156,"China","CHN",332,"Haiti","HTI",0,"World","W00","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",16600,-1,"N/A",NA,16600,NA,47076,NA,47076,0
"S4",2008,2008,2008,4,0,0,"X",156,"China","CHN",344,"China, Hong Kong SAR","HKG",0,"World","W00","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",62823204,-1,"N/A",NA,62823204,NA,213235013,NA,213235013,0
"S4",2008,2008,2008,4,0,0,"M",156,"China","CHN",344,"China, Hong Kong SAR","HKG",0,"World","W00","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",148458,-1,"N/A",NA,148458,NA,128052,128052,NA,0
"S4",2008,2008,2008,5,1,0,"X",156,"China","CHN",344,"China, Hong Kong SAR","HKG",0,"World","W00","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",11000,-1,"N/A",NA,11000,NA,18568,NA,18568,0
"S4",2008,2008,2008,5,1,0,"M",156,"China","CHN",344,"China, Hong Kong SAR","HKG",0,"World","W00","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",236965,-1,"N/A",NA,236965,NA,253787,253787,NA,0
"S4",2008,2008,2008,4,0,0,"X",156,"China","CHN",344,"China, Hong Kong SAR","HKG",0,"World","W00","C00","All CPCs",0,"All MOTs",161,"Bacon, ham and other salted, dried or smoked meat of swine",8,"kg",387873,-1,"N/A",NA,387873,NA,1373565,NA,1373565,0
"S4",2008,2008,2008,4,1,0,"X",156,"China","CHN",344,"China, Hong Kong SAR","HKG",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",24184867,-1,"N/A",NA,24184867,NA,80890001,NA,80890001,0
"S4",2008,2008,2008,4,1,0,"M",156,"China","CHN",344,"China, Hong Kong SAR","HKG",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",347,-1,"N/A",NA,347,NA,1144,1144,NA,0
"S4",2008,2008,2008,4,1,0,"X",156,"China","CHN",360,"Indonesia","IDN",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",2096620,-1,"N/A",NA,2096620,NA,4050480,NA,4050480,0
"S4",2008,2008,2008,4,0,0,"M",156,"China","CHN",372,"Ireland","IRL",0,"World","W00","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",4601337,-1,"N/A",NA,4601337,NA,4198456,4198456,NA,0
"S4",2008,2008,2008,5,1,0,"M",156,"China","CHN",372,"Ireland","IRL",0,"World","W00","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",11321062,-1,"N/A",NA,11321062,NA,11660142,11660142,NA,0
"S4",2008,2008,2008,4,0,0,"M",156,"China","CHN",380,"Italy","ITA",0,"World","W00","C00","All CPCs",0,"All MOTs",161,"Bacon, ham and other salted, dried or smoked meat of swine",8,"kg",9712,-1,"N/A",NA,9712,NA,196712,196712,NA,0
"S4",2008,2008,2008,4,1,0,"M",156,"China","CHN",380,"Italy","ITA",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",3997,-1,"N/A",NA,3997,NA,51910,51910,NA,0
"S4",2008,2008,2008,4,1,0,"X",156,"China","CHN",392,"Japan","JPN",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",43009411,-1,"N/A",NA,43009411,NA,156367879,NA,156367879,0
"S4",2008,2008,2008,4,1,0,"M",156,"China","CHN",392,"Japan","JPN",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",5,-1,"N/A",NA,5,NA,32,32,NA,0
"S4",2008,2008,2008,4,0,0,"X",156,"China","CHN",408,"Dem. People's Rep. of Korea","PRK",0,"World","W00","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",2184348,-1,"N/A",NA,2184348,NA,6773958,NA,6773958,0
"S4",2008,2008,2008,4,1,0,"X",156,"China","CHN",408,"Dem. People's Rep. of Korea","PRK",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",30223,-1,"N/A",NA,30223,NA,104886,NA,104886,0
